32775.9461   34812.93   67588.87      3H4s__a2H5 -     3H4p__z2I6       800
32784.0129   51942.66   84726.68     5D4p__z4F4  -      5D5s__e4D3      740
32800.61     69348.14  102148.71     a3P4p__2D1  -      a3F5s_f2F2       13
32801.4528   21824.14   54625.59      d5____a4P1 -     5D4p__z4D2       110
32801.999    67333.78  100135.78     3H4p__y4G3  -      3H5s__e4H4       33
32803.0890   21822.50   54625.59      d5____a4P2 -     5D4p__z4D2       150
32826.2091   51669.41   84495.61     5D4p__z4F2  -      5D5s__e4D2      150
32839.671    39877.03   72716.72      d5____c2F3 -     3G4p__x2G4        26
32843.360    32836.65   65680.01      d5____b4F3 -     3H4p__z2G4        31
32855.192    32854.25   65709.44      d5____b4F4 -     a3F4p_z4G5        47
32857.274    70879.72  103737.00     3G4p__x4G5  -      3G5s__f4G5       33
32866.5670   35610.31   68476.88      d5____b2H4 -     3H4p__z2H4       330
32868.321    67353.27  100221.59     3H4p__y4G4  -      3H5s__e4H5       49
32875.1752   34630.92   67506.09      3H4s__a2H4 -     3H4p__z2I5       770
32883.104    54883.48   87766.58      3F4s__d4F2 -     4Fsp3_u4F2        31
32906.495    39742.04   72648.52      d5____c2F2 -     3G4p__x2G3        26
32937.868    51788.81   84726.68     5D4p__z4F3  -      5D5s__e4D3       87
32939.540    32603.35   65542.90      d5____a2F2 -     3H4p__z2G3        25
32944.358    31117.33   64061.69      3F4s__a4F2 -     a3P4p_y4D1        57
32953.0044   67369.07  100322.07     3H4p__y4G5  -      3H5s__e4H6       73
32961.9459   21822.50   54784.45      d5____a4P2 -     5D4p__z4D3       170
33014.1311   35569.18   68583.31      3F4s__b2F2 -     a3F4p_z2F2       170
33028.253    32355.65   65383.90      d5____a2F3 -     a3F4p_z4G4        35
33028.677    54887.99   87916.66      3F4s__d4F3 -     4Fsp3_u4F3        42
33030.3041   35707.47   68737.77      d5____b2H5 -     3H4p__z2H5       400
33032.94     39683.72   72716.72      a1G4s_c2G3 -     3G4p__x2G4        10
33057.404    49706.26   82763.67     5D4p__z4P2  -      5D5s__e6D1      110
33127.469    35610.31   68737.77      d5____b2H4 -     3H4p__z2H5       14 
33127.469    49564.50   82692.01     5D4p__z6D1  -      5D5s__e6D0     14 #
33152.2896   35607.51   68759.80      3F4s__b2F3 -     a3F4p_z2F3       240
33197.244    30864.43   64061.69      3P4s__b4P2 -     a3P4p_y4D1        21
33199.27     49492.71   82692.01     5D4p__z6D0  -      5D5s__e6D0       25
33202.9380   49838.38   83041.32     5D4p__z6D4  -      5D5s__e6D3      130
33205.922    54867.51   88073.43      3F4s__d4F4 -     4Fsp3_u4F4        61
33232.888    70394.15  103627.04     3G4p__y2H4  -      3G5s__f4G4       36
33235.2912   49645.81   82881.10     5D4p__z6D3  -      5D5s__e6D2      210
33270.965    49492.71   82763.67     5D4p__z6D0  -      5D5s__e6D1      110
33280.1739   31168.58   64448.75      3F4s__a4F3 -     a3P4p_y4D2        83
33282.362    75809.97  109092.34     a1G4p_w2G4  -              -        19
33316.62     49564.50   82881.10     5D4p__z6D1  -      5D5s__e6D2     120#
33323.06     66354.76   99677.85     a3P4p_y4P1  -      a3P5s_f4P0       28
33324.355    32355.65   65680.01      d5____a2F3 -     3H4p__z2G4        31
33331.45     31117.33   64448.75      3F4s__a4F2 -     a3P4p_y4D2        24
33335.0610   49706.26   83041.32     5D4p__z4P2  -      5D5s__e6D3       96
33338.194    70398.80  103737.00     3G4p__y2H5  -      3G5s__f4G5       80
33382.084    30218.78   63600.86      3H4s__a4H4 -     3H4p__z4H3        53
33385.39     67859.56  101245.00     a3F4p_x4D0  -      a3F5s_f4F1       14
33395.5134   49645.81   83041.32     5D4p__z6D3  -      5D5s__e6D3      240
33402.0392   49838.38   83240.42     5D4p__z6D4  -      5D5s__e6D4      450
33406.26     44307.08   77713.27      d5____b2S0 -     a1S4p_x2P1      27 #
33406.26     67870.21  101276.55     a3F4p_x4D1  -      a3F5s_f4F2     27 #
33407.783    30298.47   63706.25      3H4s__a4H5 -     3H4p__z4H4        64
33411.928    49351.73   82763.67     5D4p__z6D2  -      5D5s__e6D1      160
33444.1262   30156.73   63600.86      3H4s__a4H3 -     3H4p__z4H3       650
33456.860    30391.83   63848.70      3H4s__a4H6 -     3H4p__z4H5        57
33487.4716   30218.78   63706.25      3H4s__a4H4 -     3H4p__z4H4       730
33494.396    30307.37   63801.75      3P4s__b4P1 -     a3P4p_y4D0        26
33507.59     67875.37  101382.94     a3F4p_x4D3  -      a3F5s_f4F4       39
33515.706    67506.09  101021.80     3H4p__z2I5  -      3H5s__e2H4       81
33529.364    49351.73   82881.10     5D4p__z6D2  -      5D5s__e6D2       65
33550.2290   30298.47   63848.70      3H4s__a4H5 -     3H4p__z4H5       860
33565.41     68583.31  102148.71     a3F4p_z2F2  -      a3F5s_f2F2       15
33584.3170   30864.43   64448.75      3P4s__b4P2 -     a3P4p_y4D2       110
33594.595    49645.81   83240.42     5D4p__z6D3  -      5D5s__e6D4       80
33605.9093   67588.87  101194.78     3H4p__z2I6  -      3H5s__e2H5      100
33625.301    31531.18   65156.49      d5____a2D1 -     a3F4p_z4G2        20
33629.38     70107.62  103737.00     a3F4p_y2G4  -      3G5s__f4G5        5
33629.92     30218.78   63848.70      3H4s__a4H4 -     3H4p__z4H5         5
33630.984    36272.52   69903.48      d5____a2G4 -     a3F4p_y2G3         8
33638.6743   30391.83   64030.50      3H4s__a4H6 -     3H4p__z4H6       980
33663.93     34812.93   68476.88      3H4s__a2H5 -     3H4p__z2H4        33
33674.925    33694.14   67369.07      3G4s__b4G5 -     3H4p__y4G5        33
33689.591    49351.73   83041.32     5D4p__z6D2  -      5D5s__e6D3       93
33705.1293   31219.33   64924.46      3F4s__a4F4 -     a3P4p_y4D3       140
33734.336    33618.94   67353.27      3G4s__b4G4 -     3H4p__y4G4        22
33754.3247   30307.37   64061.69      3P4s__b4P1 -     a3P4p_y4D1       180
33755.903    31168.58   64924.46      3F4s__a4F3 -     a3P4p_y4D3        12
33757.826    49005.85   82763.67     5D4p__z4P1  -      5D5s__e6D1      12 
33757.826    52320.98   86078.82      d5____d2G4 -     4Fsp3_u4D3       12 
33774.510    33618.94   67393.45      3G4s__b4G4 -     a3F4p_y4F3        28
33778.957    35569.18   69348.14      3F4s__b2F2 -     a3P4p__2D1        23
33783.730    66256.44  100040.17     a3P4p_y4P0  -      a3P5s_f4P1        9
33786.630    70879.72  104666.35     3G4p__x4G5  -      3G5s__g2G4       34
33796.229    55626.09   89422.32      3P4s__c4P0 -     b3P4p_y4P1        17
33797.430    70584.39  104381.81     3G4p__y2F2  -              -        10
33801.961    36101.52   69903.48      d5____a2G3 -     a3F4p_y2G3        10
33812.681    33521.09   67333.78      3G4s__b4G3 -     3H4p__y4G3        21
33812.974    74717.56  108530.53     3D4p__x4P1  -              -        22
33814.200    70852.16  104666.35     3G4p__y2F3  -      3G5s__g2G4       14
33829.612    33618.94   67448.54      3G4s__b4G4 -     a3F4p_y4F4        13
